id,name,source,prescription_required,retail_price,discounted_price,manufacturer,packaging_form,salts,quantity_num,cluster
source_1-65125,dolocold tablet 10,source_1,True,38.0,33.4,micro labs ltd,Strip | Tablet,caffeine 30mg chlorpheniramine maleate 2mg paracetamol 500mg phenylephrine hydrochloride 10mg,10.0,29
source_7-90395,dolocrat 100 mg 500 mg tablet,source_7,True,33.0,32.0,syncom formulations india ltd,Unknown,aceclofenac 100mg paracetamol 500mg,10.0,27
source_2-39624,dolocrat plus tablet,source_2,True,53.0,43.46,syncom formulations india ltd,Unknown,aceclofenac 100mg paracetamol acetaminophen 500mg,39.0,27
source_6-75798,dolocrat tablet,source_6,True,36.0,36.0,cratus life care pvt ltd,STRIP,aceclofenac 100 0 mg paracetamol acetaminophen 500 0 mg,10.0,27
source_7-90397,dolocure dt tablet,source_7,True,150.0,145.0,v m s pharma,Unknown,piroxicam 20mg,15.0,17
source_1-65126,dolocute gel 30 gm,source_1,False,90.0,90.0,biocute life care,Tube | Gel,diclofenac 1 w w linseed 3 w w menthol 1 w w salicylic acid 10 w w,30.0,5
source_7-90398,dolodart 120mg 5ml suspension,source_7,False,45.008,39.65,juggat pharma,Unknown,paracetamol 120mg 5ml,60.0,30
source_1-65127,dolodart 120 suspension 60 ml,source_1,False,40.0,35.2,juggat pharma ltd,Bottle | Suspension,paracetamol 120mg,60.0,30
source_2-39626,dolodart d 250mg 5ml suspension,source_2,True,37.2,30.5,juggat pharma,Unknown,paracetamol acetaminophen 250mg 5ml,18.6,30
source_6-75799,dolodart d suspension 60ml,source_6,False,44.35,44.35,juggat pharma,BOTTLE,paracetamol acetaminophen 250 0 mg 5ml,60.0,30
source_1-65128,dolodart d suspension 60 ml,source_1,False,45.0,39.6,juggat pharma ltd,Bottle | Suspension,paracetamol 250mg,60.0,30
source_6-75800,dolodart suspension 60ml,source_6,False,36.29,36.29,juggat pharma,BOTTLE,paracetamol acetaminophen 120 0 mg 5ml,60.0,30
source_2-39627,dolodase injection,source_2,True,21.5,17.63,lancer health care pvt ltd,Unknown,diclofenac na,14.0,27
source_2-39628,dolodase p 50 mg 10 mg tablet,source_2,True,58.0,47.56,lancer health care pvt ltd,Unknown,diclofenac 50mg serratiopeptidase 10mg,22.0,27
source_7-90402,dolodase tablet,source_7,True,44.0,42.7,lancer health care pvt ltd,Unknown,diclofenac na,10.0,27
source_2-39630,dolodik 100 mg 500 mg tablet,source_2,True,26.43,21.67,udik pharmaceuticals pvt ltd,Unknown,aceclofenac 100mg paracetamol acetaminophen 500mg,16.8,27
source_2-39631,dolodik 100 mg 500 mg 15 mg tablet,source_2,True,50.37,41.3,udik pharmaceuticals pvt ltd,Unknown,aceclofenac 100mg paracetamol acetaminophen 500mg,11.0,27
source_6-75801,dolodil injection 2ml,source_6,True,3035.564,2426.59,madhav labs,INJECTION,piroxicam 20 0 mg,2.0,18
source_2-39632,dolodol 100mg injection,source_2,True,23.0,18.86,ethix healthcare,Unknown,tramadol 100mg,18.2,19
source_2-39633,dolodol 50mg capsule,source_2,True,38.5,31.57,micro labs ltd,Unknown,tramadol 50mg,30.0,19
source_6-75802,dolodol injection,source_6,True,3035.564,2426.59,ethix healthcare,INJECTION,tramadol,2.0,19
source_6-75803,dolodol micro lab 50 mg capsule 10,source_6,True,49.12,43.23,micro labs,STRIP,tramadol 50 0 mg,10.0,19
source_2-39634,dolodol p tablet,source_2,True,9.87,8.09,micro labs ltd,Unknown,paracetamol acetaminophen 325mg tramadol 37 5mg,11.0,28
source_6-75804,dolodol p tablet 10,source_6,True,313.47,275.85,,STRIP,paracetamol tramadol,15.0,28
source_2-39635,dolodor 20mg tablet,source_2,True,60.0,49.2,ardor drugs pvt ltd,Unknown,piroxicam 20mg,19.4,17
source_6-75805,doloend mr strip 10 tablet,source_6,True,142.0,124.96,denzai innovations & therapeutics pvt ltd,STRIP,aceclofenac 100 0 mg thiocolchicoside 4 0 mg,10.0,27
source_1-65132,doloend mr tablet,source_1,True,119.0,104.72,denzai innovation & therapeutics pvt ltd,Strip | Tablet,aceclofenac 100mg thiocolchicoside 4mg,10.0,27
source_7-90407,doloend mr tablet,source_7,True,119.0,115.0,denzai innovations & therapeutics pvt ltd,Unknown,aceclofenac na thiocolchicoside na,10.0,27
source_6-75806,doloend p strip 10 tablet,source_6,True,27.7,24.38,denzai innovations & therapeutics pvt ltd,STRIP,aceclofenac 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_7-90408,doloend p tablet,source_7,True,27.7,26.9,denzai innovations & therapeutics pvt ltd,Unknown,aceclofenac na paracetamol na,10.0,27
source_6-75807,doloend sp strip 10 tablet,source_6,True,89.5,78.76,denzai innovations & therapeutics pvt ltd,STRIP,aceclofenac 100 0 mg serratiopeptidase 15 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_7-90409,doloend sp tablet,source_7,True,92.0,89.2,denzai innovations & therapeutics pvt ltd,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_1-65134,doloend sp tablet 10,source_1,True,89.5,78.8,denzai innovations & therapeutics,Strip | Tablet,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_7-90410,dolofab sp tablet,source_7,True,82.0,79.5,smartway wellness,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_7-90411,dolofab tablet,source_7,True,46.0,44.6,smartway wellness,Unknown,aceclofenac 100mg paracetamol 325mg,10.0,27
source_7-90412,dolofan 20mg injection,source_7,True,19.98,19.4,acto pharma pvt ltd,Unknown,piroxicam 20mg,2.0,18
source_6-75808,dolofan injection,source_6,True,19.0,16.72,united biotech pvt ltd,INJECTION,piroxicam,2.0,18
source_7-90413,dolofen tablet,source_7,True,145.60905632772494,117.88129046242776,oyster labs ltd,Unknown,ibuprofen 400mg paracetamol 325mg magnesium trisilicate 100mg,22.986317567567568,27
source_7-90414,dolofen suspension,source_7,True,12.8,12.4,oyster labs ltd,Unknown,ibuprofen 100mg paracetamol 162 5mg,50.0,30
source_6-75809,dolofenac tablet,source_6,True,21.0,18.48,parenteral drugs india ltd,STRIP,diclofenac sodium paracetamol,10.0,27
source_2-39640,dolofin injection,source_2,True,4.3,3.53,lancer health care pvt ltd,Unknown,ibuprofen na,8.2,27
source_1-65136,dolofin mr 250mg 50mg 500mg tablet,source_1,True,59.85,52.668,lancer health care pvt ltd,Strip | Tablet,chlorzoxazone 250mg diclofenac 50mg paracetamol 500mg,10.0,27
source_1-65137,dolofin plus 50 mg 500 mg tablet,source_1,True,14.25,12.54,lancer health care pvt ltd,Strip | Tablet,diclofenac 50mg paracetamol 500mg,10.0,27
source_2-39641,dolofirst 325 mg 37 5 mg tablet,source_2,True,53.2,43.62,entod pharmaceuticals ltd,Unknown,paracetamol acetaminophen 325mg tramadol 37 5mg,39.0,28
source_7-90418,dolofirst 37 5mg 325mg tablet,source_7,True,145.60905632772494,117.88129046242776,entod pharmaceuticals ltd,Unknown,tramadol 37 5mg paracetamol 325mg,22.986317567567568,28
source_7-90419,dolofirst 650mg tablet,source_7,False,24.0,23.3,entod pharmaceuticals ltd,Unknown,paracetamol 650mg,15.0,30
source_1-65138,dolofirst 650 mg tablet 15,source_1,False,30.5,26.84,entod pharmaceuticals ltd,Strip | Tablet,paracetamol 650mg,15.0,30
source_6-75810,dolofirst tablet,source_6,True,53.2,46.82,entod pharmaceuticals pvt ltd,STRIP,tramadol 37 5 mg paracetamol acetaminophen 325 0 mg,10.0,28
source_1-65139,doloflam gel 30 gm,source_1,True,70.0,61.6,mudransh pharma,Tube | Gel,diclofenac sodium 1 linseed oil 3 menthol 5 methyl salicylate 10,30.0,5
source_6-75811,doloflam mr 100mg tablet,source_6,True,80.0,70.4,vilco laboratories pvt ltd,STRIP,nimesulide tizanidine,10.0,23
source_7-90420,doloflam plus 100 mg 500 mg tablet,source_7,True,145.60905632772494,117.88129046242776,vilco laboratories pvt ltd,Unknown,nimesulide 100mg paracetamol 500mg,22.986317567567568,23
source_6-75812,doloflam plus 100mg tablet,source_6,True,2.0,1.76,vilco laboratories pvt ltd,STRIP,nimesulide paracetamol,10.0,23
source_7-90421,doloflam tablet,source_7,True,9.3,9.0,vilco laboratories pvt ltd,Unknown,nimesulide na,10.0,23
source_6-75813,doloflam tablet,source_6,True,17.0,14.96,vilco laboratories pvt ltd,STRIP,diclofenac paracetamol,10.0,27
source_7-90422,doloflex 100mg 500mg 250mg tablet mr,source_7,True,80.0,77.6,nova indus pharmaceuticals,Unknown,aceclofenac 100mg paracetamol 500mg chlorzoxazone 250mg,10.0,27
source_1-65140,doloflex gel 30 gm,source_1,True,85.0,74.8,nova indus pharmaceuticals,Tube | Gel,diclofenac diethylamine 1 16 w w linseed oil 3 w w menthol 5 w w methyl salicylate 10 w w,30.0,5
source_6-75814,doloflex mr strip 10 tablet,source_6,True,80.0,70.4,nova indus pharmaceuticals,STRIP,chlorzoxazone 250 0 mg aceclofenac 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_7-90423,doloflex mr tablet,source_7,True,80.0,69.84,nova indus pharmaceuticals,Unknown,aceclofenac 100mg paracetamol 325mg chlorzoxazone 250mg,10.0,27
source_1-65141,doloflex mr tablet 10,source_1,True,80.0,70.4,nova indus pharmaceuticals,Strip | Tablet,aceclofenac 100mg chlorzoxazone 250mg paracetamol 325mg,10.0,27
source_7-90424,doloflex oral suspension,source_7,True,37.0,35.9,stride healthcare,Unknown,ibuprofen 100mg paracetamol 125mg,60.0,30
source_7-90425,doloflex p oral suspension,source_7,True,58.0,50.58,nova indus pharmaceuticals,Unknown,aceclofenac 50mg paracetamol 125mg,60.0,30
source_6-75815,doloflex p strip 10 tablet,source_6,True,11.0,11.0,nova indus pharmaceuticals,STRIP,aceclofenac 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_7-90426,doloflex p tablet,source_7,True,42.0,40.7,nova indus pharmaceuticals,Unknown,aceclofenac 100mg paracetamol 325mg,10.0,27
source_7-90427,doloflex plus tablet,source_7,True,43.0,41.7,stride healthcare,Unknown,aceclofenac 100mg paracetamol 325mg,10.0,27
source_2-39647,doloflex sp tablet,source_2,True,85.0,69.7,nova indus pharmaceuticals,Unknown,aceclofenac 100mg paracetamol acetaminophen 325mg,7.6,27
source_1-65143,doloflex sp tablet 10,source_1,True,98.0,86.24,nova indus pharmaceuticals,Strip | Tablet,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_7-90429,doloflex 100mg 4mg tablet,source_7,True,165.0,160.0,stride healthcare,Unknown,aceclofenac 100mg thiocolchicoside 4mg,10.0,27
source_6-75816,doloflex tube 30gm gel,source_6,False,72.0,72.0,nova indus pharmaceuticals,TUBE,diclofenac 1 16 w w linseed oil 3 0 w w menthol 5 0 w w methyl salicylate 10 0 w w,30.0,5
source_2-39648,doloflex tz tablet,source_2,True,82.0,67.24,nova indus pharmaceuticals,Unknown,aceclofenac 100mg paracetamol acetaminophen 325mg,10.0,27
source_7-90431,doloforce 40mg injection,source_7,True,38.96,34.29,mankind pharma ltd,Unknown,piroxicam 40mg,2.0,18
source_6-75817,doloforce ampoule 2ml injection,source_6,True,34.45,34.45,mankind pharmaceuticals ltd,AMPOULE,piroxicam 20 0 mg,2.0,18
source_6-75818,doloforce dt 10mg strip 10 tablet,source_6,True,77.05,67.8,mankind pharmaceuticals ltd,STRIP,piroxicam 10 0 mg,10.0,17
source_3-2154,doloforce dt 10mg tab 1x10,source_3,True,83.54,71.01,mankind pharma ltd,Strip TABLET,piroxicam 20 mg,10.0,17
source_6-75819,doloforce dt 20mg strip 10 tablet,source_6,True,83.54,77.69,mankind pharmaceuticals ltd,STRIP,piroxicam 20 0 mg,10.0,17
source_7-90432,doloforce dt tablet,source_7,True,83.54,67.5,mankind pharma ltd,Unknown,piroxicam 20mg,10.0,17
source_1-65144,doloforce dt tablet 10,source_1,True,83.5,73.5,mankind pharma pvt ltd,Strip | Tablet,piroxicam 20mg,10.0,17
source_1-65145,doloforce injection 4 x 2 ml,source_1,True,141.5,124.5,mankind pharma pvt ltd,Box | Injection,piroxicam 40mg,4.0,18
source_6-75820,doloforce plus injection,source_6,True,32.2,32.2,mankind pharmaceuticals ltd,INJECTION,piroxicam 20 0 mg,1.0,18
source_2-39651,doloforce plus tablet,source_2,True,35.0,28.7,mankind pharma ltd,Unknown,paracetamol acetaminophen 325mg piroxicam 20mg,17.4,27
source_1-65146,doloforce plus tablet,source_1,True,42.3,37.224,windlas biotech pvt ltd,Strip | Tablet,paracetamol 325mg piroxicam 20mg,10.0,27
source_7-90433,dolofort 100mg injection,source_7,True,145.60905632772494,117.88129046242776,hetero drugs ltd,Unknown,tramadol 100mg,22.986317567567568,19
source_7-90434,dolofort 50mg injection,source_7,True,145.60905632772494,117.88129046242776,hetero drugs ltd,Unknown,tramadol 50mg,22.986317567567568,19
source_1-65147,doloforte tablet 10,source_1,False,41.0,36.08,micro labs ltd,Strip | Tablet,paracetamol 500mg,10.0,30
source_7-90435,dolofresh 100mg 325mg tablet,source_7,True,44.0,43.5,smart laboratories pvt ltd,Unknown,aceclofenac 100mg paracetamol 325mg,10.0,27
source_6-75822,dolofresh alu strip 10 tablet,source_6,True,50.0,42.5,smart laboratories pvt ltd,STRIP,aceclofenac 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_7-90436,dolofresh mr 100mg 325mg 250mg tablet,source_7,True,85.0,82.4,smart laboratories pvt ltd,Unknown,aceclofenac 100mg paracetamol 325mg chlorzoxazone 250mg,10.0,27
source_6-75823,dolofresh mr strip 10 tablet,source_6,True,85.0,72.25,smart laboratories pvt ltd,STRIP,chlorzoxazone 250 0 mg aceclofenac 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_7-90437,dolofresh oral suspension,source_7,True,40.0,38.8,smart laboratories pvt ltd,Unknown,aceclofenac 50mg paracetamol 125mg,60.0,30
source_6-75824,dolofresh sp 100 500 15 mg tablet 10,source_6,True,70.0,70.0,smart laboratories pvt ltd,STRIP,unknown,10.0,1
source_7-90438,dolofresh sp 100mg 325mg 15mg tablet,source_7,True,85.0,82.4,smart laboratories pvt ltd,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_6-75825,dolofresh sp strip 10 tablet,source_6,True,88.0,74.8,smart laboratories pvt ltd,STRIP,aceclofenac 100 0 mg serratiopeptidase 15 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_6-75826,dolofresh strip 10 tablet,source_6,True,48.0,40.8,smart laboratories pvt ltd,STRIP,aceclofenac 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_1-65148,dolofresh tablet 10,source_1,True,44.0,38.72,smart laboratories pvt ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg,10.0,27
source_6-75827,dologaba 300mg strip 10 tablet,source_6,True,181.0,181.0,arwana pharmaceuticals,STRIP,gabapentin 300 0 mg,10.0,3
source_2-39654,dologaba 300mg tablet,source_2,True,114.0,93.48,arwana pharmaceuticals,Unknown,gabapentin 300mg,12.2,3
source_7-90440,dologel,source_7,False,109.0,89.1,dr. reddy's laboratories ltd,Unknown,choline salicylate 8 7 w w lidocaine 2 w w,15.0,14
source_1-65150,dologel 15 gm,source_1,False,109.0,95.9,dr. reddy's laboratories ltd,Tube | Mouth Gel,benzalkonium chloride 0 01 w w choline salicylate 8 7 w w lignocaine hydrochloride 2 w w,15.0,14
source_2-39655,dologel ct gel,source_2,False,103.0,84.46,dr. reddys,Unknown,choline salicylate 8 7 w w lidocaine 2 w w,10.0,14
source_6-75828,dologel ct gel 10gm,source_6,False,103.0,90.64,dr. reddy's laboratories ltd,TUBE,choline salicylate 8 7 lidocaine lignocaine 2 0,10.0,14
source_1-65151,dologel ct gel 10 gm,source_1,False,103.0,90.6,dr. reddy's laboratories ltd,Tube | Mouth Gel,benzalkonium chloride 0 01 w w choline salicylate 8 7 w w lignocaine hydrochloride 2 w w,10.0,14
source_3-2155,dologel ct tube 10gm,source_3,True,103.0,87.55,dr. reddy's laboratories ltd,Tube GEL,benzalkonium chloride 0 01 w w choline salicylate 8 7 w w lignocaine 2 w w,10.0,14
source_6-75829,dologel gel 15gm,source_6,False,109.0,95.92,dr. reddy's laboratories ltd,TUBE,choline salicylate 8 7 lidocaine lignocaine 2 0,15.0,14
source_2-39656,dologel liquid gel,source_2,False,109.0,89.38,dr. reddy's laboratories ltd,Unknown,choline salicylate 8 7 w w lidocaine 2 w w,12.0,14
source_7-90442,dologen plus 325mg 20mg tablet,source_7,True,125.0,121.0,zerico lifesciences pvt ltd,Unknown,paracetamol 325mg piroxicam 20mg,10.0,27
source_6-75830,dologen strip 10 tablet,source_6,True,64.0,64.0,zerico lifesciences pvt ltd,STRIP,tramadol 37 5 mg paracetamol acetaminophen 325 0 mg,10.0,28
source_7-90443,dologen tablet,source_7,True,145.60905632772494,117.88129046242776,zerico lifesciences pvt ltd,Unknown,tramadol 37 5mg paracetamol 325mg,22.986317567567568,28
source_1-65152,dologen tablet 10,source_1,True,78.5,69.08,zerico lifesciences pvt ltd,Strip | Tablet,acetaminophen tramadol,10.0,28
source_7-90444,dologen xt 50mg 50mg tablet,source_7,True,200.0,194.0,zerico lifesciences pvt ltd,Unknown,eperisone 50mg diclofenac 50mg,10.0,27
source_6-75831,dologen xt strip 10 tablet,source_6,True,200.0,200.0,zerico lifesciences pvt ltd,STRIP,diclofenac sodium eperisone,10.0,27
source_6-75832,dologesic gold tablet,source_6,True,20.0,17.6,micro labs,STRIP,diclofenac sodium paracetamol,10.0,27
source_6-75833,dologesic sp strip 10 tablet,source_6,True,90.55,76.97,micro labs,STRIP,diclofenac 50 0 mg serratiopeptidase 10 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_2-39657,dologesic sp tablet,source_2,True,16.25,13.32,micro labs ltd,Unknown,diclofenac na paracetamol acetaminophen na serrati,218.0,27
source_6-75834,dologesic strip 10 tablet,source_6,True,39.5,39.5,micro labs,STRIP,diclofenac 50 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_7-90445,dologin 500mg tablet,source_7,True,395.58,384.0,opal labs pvt ltd,Unknown,mefenamic acid 500mg,10.0,27
source_7-90446,dologlan 1000mg infusion,source_7,True,313.0,272.7,gland pharma ltd,Unknown,paracetamol 1000mg,100.0,30
source_6-75835,dologlan bottle 100ml infusion,source_6,True,340.0,299.2,gland pharma ltd,BOTTLE,paracetamol acetaminophen 1 0 g,100.0,30
source_7-90447,dolohit 50mg injection,source_7,True,145.60905632772494,117.88129046242776,volus pharma pvt ltd,Unknown,tramadol 50mg,22.986317567567568,19
source_7-90448,dolohit p 37 5mg 325mg tablet,source_7,True,145.60905632772494,117.88129046242776,volus pharma pvt ltd,Unknown,tramadol 37 5mg paracetamol 325mg,22.986317567567568,28
source_6-75836,doloid strip 10 tablet,source_6,True,20.0,17.6,novartis india ltd,STRIP,unknown,10.0,1
source_6-75837,doloid suspension 60ml,source_6,True,66.376,66.14,novartis india ltd,BOTTLE,paracetamol propoxyphene,60.0,30
source_1-65154,doloja aq 75mg injection,source_1,True,22.99,20.2312,ajapa pharma pvt ltd,Vial | Injection,diclofenac 75mg,1.0,27
source_7-90450,dolojoy tablet,source_7,True,145.60905632772494,117.88129046242776,winmark pharmaceuticals pvt ltd,Unknown,paracetamol 650mg codeine 30mg,22.986317567567568,30
source_1-65155,dolojoy tablet 10,source_1,True,155.0,136.4,winmark healthcare pvt ltd,Strip | Tablet,codeine 30mg paracetamol 650mg,10.0,30
source_2-39659,dolojust 50mg 325mg tablet,source_2,True,19.48,15.97,mankind pharma ltd,Unknown,diclofenac 50mg paracetamol acetaminophen 325mg,11.4,27
source_6-75838,dolojust strip 10 tablet,source_6,True,23.52,23.52,mankind pharmaceuticals ltd,STRIP,diclofenac 50 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_1-65156,dolojust tablet 10,source_1,True,25.5,22.4,mankind pharma pvt ltd,Strip | Tablet,diclofenac 50mg paracetamol 500mg,10.0,27
source_7-90452,dolokam 20mg tablet dt,source_7,True,36.5,35.4,cadila pharmaceuticals ltd,Unknown,piroxicam 20mg,10.0,17
source_6-75839,dolokam dt 20mg tablet,source_6,True,31.0,27.28,zydus healthcare ltd,STRIP,piroxicam 20 0 mg,10.0,17
source_7-90453,doloket 0 5 eye drop,source_7,False,44.738,36.5,fdc ltd,Unknown,ketorolac 0 5 w v,5.0,11
source_6-75840,doloket eye drop 5ml,source_6,True,36.5,32.12,fdc ltd,BOTTLE,ketorolac 0 5,5.0,11
source_6-75841,doloket l eye drop 5ml,source_6,True,40.0,35.2,fdc ltd,BOTTLE,ketorolac 0 4,5.0,11
source_1-65157,doloket l eye drop 5 ml,source_1,False,36.5,32.12,fdc ltd,Bottle | Eye Drops,ketorolac 0 4 w v,5.0,11
source_7-90454,doloket eye drop,source_7,True,52.37,45.72,fdc ltd,Unknown,ofloxacin 0 3 w v ketorolac 0 4 w v,5.0,11
source_6-75842,doloket eye drop 5ml,source_6,True,52.37,46.09,fdc ltd,BOTTLE,ketorolac 4 0 mg ofloxacin 3 0 mg,5.0,11
source_6-75843,dolokim capsule 10,source_6,True,89.6,139.084,kim laboratories,STRIP,unknown,10.0,1
source_6-75844,dolokind 100mg strip 10 tablet,source_6,True,38.8,34.14,mankind pharmaceuticals ltd,STRIP,aceclofenac 100 0 mg,10.0,20
source_7-90455,dolokind 100mg tablet,source_7,True,38.8,30.6,mankind pharma ltd,Unknown,aceclofenac 100mg,10.0,20
source_6-75845,dolokind aa strip 10 tablet,source_6,True,104.5,91.96,mankind pharmaceuticals ltd,STRIP,aceclofenac 100 0 mg serratiopeptidase 15 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_7-90456,dolokind aa tablet,source_7,True,114.95,92.7,mankind pharma ltd,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_1-65158,dolokind aa tablet 10,source_1,True,114.5,100.8,mankind pharma pvt ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_6-75846,dolokind aq ampoule 1ml injection,source_6,True,32.89,28.94,mankind pharmaceuticals ltd,AMPOULE,diclofenac sodium 75 0 mg ml,1.0,27
